,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
960,McLAREN 570S Coupe,3.8,8,Auto-7,2WD,Gasoline,small car,1.0,16.0,23.0,19.0,3,No
961,NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,small car,3.0,18.0,26.0,21.0,4,No
962,NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3.0,19.0,26.0,22.0,4,No
963,NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4,No
964,NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3.0,18.0,25.0,21.0,4,No
965,NISSAN Altima,2.5,4,CVT,2WD,Gasoline,midsize car,7.0,27.0,38.0,31.0,7,Yes
966,NISSAN Altima,3.5,6,SCV-7,2WD,Gasoline,midsize car,3.0,22.0,32.0,26.0,5,No
967,NISSAN Altima SR,2.5,4,SCV-7,2WD,Gasoline,midsize car,7.0,26.0,37.0,30.0,7,Yes
968,NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,standard SUV,3.0,14.0,19.0,16.0,2,No
969,NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3.0,13.0,18.0,15.0,2,No
970,NISSAN Frontier,2.5,4,Auto-5,2WD,Gasoline,pickup,3.0,17.0,22.0,19.0,3,No
971,NISSAN Frontier,2.5,4,Man-5,2WD,Gasoline,pickup,3.0,19.0,23.0,21.0,4,No
972,NISSAN Frontier,4.0,6,Auto-5,2WD,Gasoline,pickup,3.0,16.0,23.0,19.0,3,No
973,NISSAN Frontier,4.0,6,Auto-5,4WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3,No
974,NISSAN Frontier,4.0,6,Man-6,2WD,Gasoline,pickup,3.0,16.0,22.0,19.0,3,No
975,NISSAN Frontier,4.0,6,Man-6,4WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3,No
976,NISSAN GT-R,3.8,6,AutoMan-6,4WD,Gasoline,small car,3.0,16.0,22.0,18.0,3,No
977,NISSAN Kicks,1.6,4,CVT,2WD,Gasoline,midsize car,7.0,31.0,36.0,33.0,8,Yes
978,NISSAN Maxima,3.5,6,SCV-7,2WD,Gasoline,midsize car,3.0,21.0,30.0,25.0,5,No
979,NISSAN Murano,3.5,6,SCV-7,2WD,Gasoline,station wagon,5.0,21.0,28.0,24.0,5,No
980,NISSAN Murano,3.5,6,SCV-7,4WD,Gasoline,station wagon,5.0,21.0,28.0,24.0,5,No
981,NISSAN NV200,2.0,4,CVT,2WD,Gasoline,special purpose,3.0,24.0,26.0,25.0,5,No
982,NISSAN NV200,2.0,4,CVT,2WD,Gasoline,special purpose,3.0,23.0,26.0,24.0,5,No
983,NISSAN Pathfinder,3.5,6,CVT,2WD,Gasoline,small SUV,5.0,20.0,27.0,23.0,5,No
984,NISSAN Pathfinder,3.5,6,CVT,4WD,Gasoline,small SUV,5.0,19.0,26.0,22.0,4,No
985,NISSAN Pathfinder 4WD Platinum,3.5,6,CVT,4WD,Gasoline,small SUV,3.0,19.0,26.0,21.0,4,No
986,NISSAN Rogue,2.5,4,CVT,2WD,Gasoline,small SUV,5.0,26.0,33.0,29.0,6,No
987,NISSAN Rogue,2.5,4,CVT,2WD,Gasoline,small SUV,7.0,26.0,33.0,29.0,6,No
988,NISSAN Rogue,2.5,4,CVT,4WD,Gasoline,small SUV,5.0,25.0,32.0,27.0,6,No
989,NISSAN Rogue,2.5,4,CVT,4WD,Gasoline,small SUV,7.0,25.0,32.0,27.0,6,No
990,NISSAN Rogue Hybrid,2.0,4,SCV-7,2WD,Gasoline,small SUV,3.0,33.0,35.0,34.0,8,Yes
991,NISSAN Rogue Hybrid,2.0,4,SCV-7,4WD,Gasoline,small SUV,3.0,31.0,34.0,33.0,8,Yes
992,NISSAN Rogue Sport,2.0,4,SCV-7,2WD,Gasoline,station wagon,5.0,25.0,32.0,28.0,6,No
993,NISSAN Rogue Sport,2.0,4,SCV-7,4WD,Gasoline,station wagon,5.0,24.0,30.0,27.0,6,No
994,NISSAN Sentra,1.6,4,Man-6,2WD,Gasoline,midsize car,3.0,26.0,32.0,28.0,6,No
995,NISSAN Sentra,1.6,4,SCV-7,2WD,Gasoline,midsize car,3.0,27.0,33.0,29.0,6,No
996,NISSAN Sentra,1.8,4,CVT,2WD,Gasoline,midsize car,7.0,29.0,37.0,32.0,7,Yes
997,NISSAN Sentra,1.8,4,Man-6,2WD,Gasoline,midsize car,1.0,27.0,35.0,30.0,7,No
998,NISSAN Sentra Nismo,1.6,4,Man-6,2WD,Gasoline,midsize car,3.0,25.0,31.0,27.0,6,No
999,NISSAN Sentra Nismo,1.6,4,SCV-7,2WD,Gasoline,midsize car,3.0,25.0,30.0,27.0,6,No
1000,NISSAN Titan,5.6,8,SemiAuto-7,2WD,Gasoline,pickup,3.0,15.0,21.0,18.0,3,No
1001,NISSAN Titan,5.6,8,SemiAuto-7,4WD,Gasoline,pickup,3.0,15.0,21.0,18.0,3,No
1002,NISSAN Titan Pro-4X,5.6,8,SemiAuto-7,4WD,Gasoline,pickup,3.0,15.0,20.0,17.0,3,No
1003,NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,small car,3.0,26.0,35.0,29.0,6,No
1004,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,3.0,31.0,39.0,34.0,8,Yes
1005,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,5.0,31.0,39.0,34.0,8,Yes
1006,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,3.0,27.0,36.0,30.0,7,Yes
1007,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,5.0,27.0,36.0,30.0,7,Yes
1008,PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22.0,30.0,25.0,5,No
1009,PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20.0,29.0,23.0,5,No
1010,PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,22.0,28.0,24.0,5,No
1011,PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,small car,1.0,20.0,28.0,23.0,5,No
1012,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21.0,28.0,24.0,5,No
1013,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19.0,28.0,22.0,4,No
1014,PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,20.0,26.0,22.0,4,No
1015,PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1.0,18.0,26.0,21.0,4,No
1016,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,20.0,25.0,22.0,4,No
1017,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1.0,18.0,26.0,21.0,4,No
1018,PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21.0,28.0,24.0,5,No
1019,PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,small car,1.0,20.0,28.0,23.0,5,No
1020,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21.0,28.0,24.0,5,No
1021,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19.0,28.0,22.0,4,No
1022,PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22.0,28.0,24.0,5,No
1023,PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20.0,29.0,23.0,5,No
1024,PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,20.0,26.0,23.0,5,No
1025,PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,small car,1.0,18.0,26.0,21.0,4,No
1026,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,20.0,26.0,22.0,4,No
1027,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1.0,18.0,26.0,21.0,4,No
1028,PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22.0,28.0,24.0,5,No
1029,PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20.0,29.0,23.0,5,No
1030,PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,22.0,28.0,24.0,5,No
1031,PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1.0,20.0,28.0,23.0,5,No
1032,PORSCHE 911 Carrera T,3.0,6,AMS-7,2WD,Gasoline,small car,1.0,20.0,26.0,22.0,4,No
1033,PORSCHE 911 Carrera T,3.0,6,Man-7,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3,No
1034,PORSCHE 911 GT2 RS,3.8,6,AMS-7,2WD,Gasoline,small car,1.0,15.0,21.0,17.0,3,No
1035,PORSCHE 911 GT3,4.0,6,AMS-7,2WD,Gasoline,small car,1.0,15.0,20.0,17.0,3,No
1036,PORSCHE 911 GT3,4.0,6,Man-6,2WD,Gasoline,small car,1.0,13.0,21.0,16.0,2,No
1037,PORSCHE 911 GT3 Touring,4.0,6,Man-6,2WD,Gasoline,small car,1.0,14.0,21.0,17.0,3,No
1038,PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,22.0,28.0,24.0,5,No
1039,PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19.0,28.0,22.0,4,No
1040,PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,20.0,26.0,22.0,4,No
1041,PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1.0,18.0,26.0,21.0,4,No
1042,PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1.0,21.0,27.0,24.0,5,No
1043,PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,small car,1.0,19.0,28.0,22.0,4,No
1044,PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19.0,24.0,21.0,4,No
1045,PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19.0,24.0,21.0,4,No
1046,PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19.0,24.0,21.0,4,No
1047,PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,19.0,24.0,21.0,4,No
1048,PORSCHE 911 Turbo S Exclusive,3.8,6,AMS-7,4WD,Gasoline,small car,1.0,17.0,23.0,19.0,3,No
1049,PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,small car,3.0,22.0,29.0,25.0,5,No
1050,PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5,No
1051,PORSCHE Boxster GTS,2.5,4,AMS-7,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4,No
1052,PORSCHE Boxster GTS,2.5,4,Man-6,2WD,Gasoline,small car,3.0,19.0,25.0,21.0,4,No
1053,PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5,No
1054,PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4,No
1055,PORSCHE Cayenne,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,18.0,24.0,20.0,4,No
1056,PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,16.0,23.0,19.0,3,No
1057,PORSCHE Cayenne Platinum,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,17.0,23.0,19.0,3,No
1058,PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,17.0,24.0,20.0,4,No
1059,PORSCHE Cayenne Turbo,4.8,8,SemiAuto-8,4WD,Gasoline,standard SUV,1.0,14.0,21.0,17.0,3,No
1060,PORSCHE Cayenne Turbo S,4.8,8,SemiAuto-8,4WD,Gasoline,standard SUV,1.0,14.0,21.0,17.0,3,No
1061,PORSCHE Cayman,2.0,4,AMS-7,2WD,Gasoline,small car,3.0,22.0,29.0,25.0,5,No
1062,PORSCHE Cayman,2.0,4,Man-6,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5,No
1063,PORSCHE Cayman GTS,2.5,4,AMS-7,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4,No
1064,PORSCHE Cayman GTS,2.5,4,Man-6,2WD,Gasoline,small car,3.0,19.0,25.0,21.0,4,No
1065,PORSCHE Cayman S,2.5,4,AMS-7,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5,No
1066,PORSCHE Cayman S,2.5,4,Man-6,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4,No
1067,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,small SUV,3.0,20.0,25.0,22.0,4,No
1068,PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,small SUV,3.0,17.0,23.0,19.0,3,No
1069,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,small SUV,3.0,17.0,23.0,19.0,3,No
1070,PORSCHE Macan Turbo,3.6,6,AMS-7,4WD,Gasoline,small SUV,1.0,17.0,23.0,19.0,3,No
1071,PORSCHE Macan Turbo Kit,3.6,6,AMS-7,4WD,Gasoline,small SUV,1.0,17.0,23.0,19.0,3,No
1072,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,large car,5.0,21.0,28.0,24.0,5,No
1073,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,large car,5.0,21.0,27.0,23.0,5,No
1074,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,large car,5.0,21.0,27.0,23.0,5,No
1075,PORSCHE Panamera 4 ST,3.0,6,AMS-8,4WD,Gasoline,large car,5.0,20.0,26.0,23.0,5,No
1076,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,21.0,28.0,23.0,5,No
1077,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,21.0,28.0,23.0,5,No
1078,PORSCHE Panamera 4S ST,2.9,6,AMS-8,4WD,Gasoline,large car,5.0,20.0,26.0,22.0,4,No
1079,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,18.0,25.0,21.0,4,No
1080,PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,18.0,25.0,21.0,4,No
1081,PORSCHE Panamera Turbo ST,4.0,8,AMS-8,4WD,Gasoline,large car,3.0,18.0,23.0,20.0,4,No
1082,RAM 1500,3.0,6,Auto-8,2WD,Diesel,pickup,1.0,20.0,27.0,23.0,4,No
1083,RAM 1500,3.0,6,Auto-8,4WD,Diesel,pickup,1.0,19.0,27.0,22.0,3,No
1084,RAM 1500,5.7,8,Auto-6,4WD,Gasoline,pickup,3.0,13.0,18.0,14.0,1,No
1085,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,pickup,3.0,15.0,22.0,17.0,3,No
1086,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,pickup,3.0,15.0,21.0,17.0,3,No
1087,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,special purpose,3.0,21.0,28.0,24.0,5,No
1088,ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,small car,3.0,12.0,18.0,14.0,1,No
1089,ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,large car,3.0,12.0,18.0,14.0,1,No
1090,ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,large car,3.0,12.0,18.0,14.0,1,No
1091,ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,large car,3.0,12.0,19.0,14.0,1,No
1092,ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,large car,3.0,12.0,19.0,14.0,1,No
1093,ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,midsize car,3.0,12.0,19.0,14.0,1,No
1094,ROUSH F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3.0,11.0,15.0,12.0,1,No
1095,ROUSH F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3.0,11.0,15.0,12.0,1,No
1096,SUBARU BRZ,2.0,4,Man-6,2WD,Gasoline,small car,1.0,21.0,29.0,24.0,5,No
1097,SUBARU BRZ,2.0,4,SemiAuto-6,2WD,Gasoline,small car,1.0,24.0,33.0,27.0,6,No
1098,SUBARU BRZ tS,2.0,4,Man-6,2WD,Gasoline,small car,1.0,20.0,27.0,23.0,5,No
1099,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,small SUV,7.0,23.0,29.0,25.0,5,No
1100,SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,small SUV,7.0,27.0,33.0,29.0,6,No
1101,SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5,No
1102,SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5,No
1103,SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6,No
1104,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,6,No
1105,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,station wagon,7.0,24.0,31.0,26.0,5,No
1106,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,midsize car,7.0,28.0,38.0,32.0,7,Yes
1107,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,station wagon,7.0,28.0,37.0,31.0,7,Yes
1108,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,midsize car,7.0,23.0,31.0,26.0,5,No
1109,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,station wagon,7.0,22.0,30.0,25.0,5,No
1110,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,midsize car,7.0,27.0,36.0,30.0,7,Yes
1111,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,station wagon,7.0,27.0,35.0,30.0,7,Yes
1112,SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6,No
1113,SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5,No
1114,SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,small SUV,7.0,25.0,32.0,28.0,6,No
1115,SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,small SUV,3.0,20.0,27.0,22.0,4,No
1116,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,small car,1.0,21.0,27.0,23.0,5,No
1117,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,small car,1.0,18.0,24.0,21.0,4,No
1118,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,small car,1.0,17.0,22.0,19.0,3,No
1119,SUBARU WRX STI Type RA,2.5,4,Man-6,4WD,Gasoline,small car,1.0,16.0,22.0,18.0,3,No
1120,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,standard SUV,3.0,17.0,21.0,18.0,3,No
1121,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,standard SUV,3.0,17.0,20.0,18.0,3,No
1122,TOYOTA 86,2.0,4,Man-6,2WD,Gasoline,small car,1.0,21.0,28.0,24.0,5,No
1123,TOYOTA 86,2.0,4,SemiAuto-6,2WD,Gasoline,small car,1.0,24.0,32.0,27.0,6,No
1124,TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,midsize car,3.0,21.0,30.0,24.0,5,No
1125,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,midsize car,7.0,40.0,39.0,40.0,9,Yes
1126,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,small car,3.0,27.0,31.0,29.0,6,No
1127,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,29.0,41.0,34.0,8,Yes
1128,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,33.0,26.0,5,No
1129,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7.0,51.0,53.0,52.0,10,Elite
1130,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7.0,44.0,47.0,46.0,10,Elite
1131,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,28.0,39.0,32.0,7,Yes
1132,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,28.0,39.0,32.0,7,Yes
1133,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,32.0,26.0,5,No
1134,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,midsize car,3.0,28.0,36.0,32.0,7,Yes
1135,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,midsize car,3.0,27.0,35.0,30.0,7,Yes
1136,TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,midsize car,3.0,28.0,35.0,31.0,7,Yes
1137,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5.0,29.0,38.0,33.0,8,Yes
1138,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5.0,30.0,40.0,34.0,8,Yes
1139,TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,midsize car,5.0,27.0,35.0,30.0,7,Yes
1140,TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,midsize car,5.0,28.0,36.0,31.0,7,Yes
1141,TOYOTA Highlander,2.7,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,24.0,22.0,4,No
1142,TOYOTA Highlander,3.5,6,SemiAuto-8,2WD,Gasoline,small SUV,5.0,20.0,27.0,23.0,5,No
1143,TOYOTA Highlander,3.5,6,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,19.0,26.0,22.0,4,No
1144,TOYOTA Highlander,3.5,6,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,20.0,26.0,22.0,4,No
1145,TOYOTA Highlander AWD LE,3.5,6,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,20.0,27.0,23.0,5,No
1146,TOYOTA Highlander Hybrid,3.5,6,SCV-6,4WD,Gasoline,standard SUV,7.0,29.0,27.0,28.0,6,No
1147,TOYOTA Highlander Hybrid LE Plus,3.5,6,SCV-6,4WD,Gasoline,standard SUV,7.0,30.0,28.0,29.0,6,No
1148,TOYOTA Highlander LE/XLE/SE/LTD,3.5,6,SemiAuto-8,2WD,Gasoline,small SUV,5.0,21.0,27.0,23.0,5,No
1149,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,13.0,18.0,15.0,2,No
1150,TOYOTA Prius,1.8,4,CVT,2WD,Gasoline,midsize car,7.0,54.0,50.0,52.0,10,Elite
1151,TOYOTA Prius Eco,1.8,4,CVT,2WD,Gasoline,midsize car,7.0,58.0,53.0,56.0,10,Elite
1152,TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,small car,7.0,48.0,43.0,46.0,10,Elite
1153,TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,23.0,29.0,25.0,5,No
1154,TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,22.0,28.0,25.0,5,No
1155,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,small SUV,7.0,34.0,30.0,32.0,7,Yes
1156,TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,23.0,30.0,26.0,5,No
1157,TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,22.0,28.0,24.0,5,No
1158,TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,standard SUV,5.0,13.0,17.0,15.0,2,No
1159,TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,standard SUV,5.0,13.0,17.0,14.0,1,No
1160,TOYOTA Sienna,3.5,6,SemiAuto-8,2WD,Gasoline,minivan,5.0,19.0,27.0,22.0,4,No
1161,TOYOTA Sienna,3.5,6,SemiAuto-8,4WD,Gasoline,minivan,5.0,18.0,24.0,20.0,4,No
1162,TOYOTA Tacoma,2.7,4,SemiAuto-6,2WD,Gasoline,pickup,5.0,20.0,23.0,21.0,4,No
1163,TOYOTA Tacoma,2.7,4,SemiAuto-6,4WD,Gasoline,pickup,5.0,19.0,22.0,20.0,4,No
1164,TOYOTA Tacoma,3.5,6,Man-6,4WD,Gasoline,pickup,5.0,17.0,20.0,18.0,3,No
1165,TOYOTA Tacoma,3.5,6,Man-6,4WD,Gasoline,pickup,5.0,17.0,21.0,18.0,3,No
1166,TOYOTA Tacoma,3.5,6,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4,No
1167,TOYOTA Tacoma,3.5,6,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,22.0,20.0,4,No
1168,TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,pickup,3.0,15.0,19.0,16.0,2,No
1169,TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,pickup,3.0,14.0,18.0,16.0,2,No
1170,TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,pickup,5.0,13.0,18.0,15.0,2,No
1171,TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,pickup,5.0,13.0,17.0,14.0,1,No
1172,TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,small car,3.0,30.0,35.0,32.0,7,Yes
1173,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,3.0,30.0,36.0,33.0,8,Yes
1174,TOYOTA Yaris iA,1.5,4,Man-6,2WD,Gasoline,small car,3.0,30.0,39.0,34.0,8,Yes
1175,TOYOTA Yaris iA,1.5,4,SemiAuto-6,2WD,Gasoline,small car,3.0,32.0,40.0,35.0,8,Yes
1176,VOLKSWAGEN Atlas,2.0,4,SemiAuto-8,2WD,Gasoline,small SUV,3.0,22.0,26.0,24.0,5,No
1177,VOLKSWAGEN Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5.0,18.0,25.0,20.0,4,No
1178,VOLKSWAGEN Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5.0,17.0,23.0,19.0,3,No
1179,VOLKSWAGEN Beetle,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26.0,33.0,29.0,6,No
1180,VOLKSWAGEN Beetle Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7.0,26.0,33.0,29.0,6,No
